Record_ID,OpenAlex_ID,Year,Title,Abstract_Screening_Text,Automated_Triage,Automated_Triage_Reason,Audit_Decision,Audit_Reason,Audit_Notes,Assisted_Recommendation_v1,Assisted_Reason_v1,Assisted_Confidence_v1,Manual_Audit_Decision,Manual_Audit_Reason
3089,W2142266563,2014,"Factors related to incomplete treatment of breast cancer in Kumasi, Ghana","PURPOSE: The burden of cancer in Africa is an enlarging public health challenge. Breast cancer in Ghana is the second most common cancer among Ghanaian women and the proportion of diagnosed patients who complete prescribed treatment is estimated to be very limited, thereby potentially adding to lower survival and poor quality of life after diagnosis. The objective of this study was to identify the patient and system factors related to incomplete treatment of breast cancer among patients. METHODS: This study was conducted at the Komfo Anokye Teaching Hospital in Kumasi, Ghana. We interviewed 117 breast cancer patients and next of kin of breast cancer patients diagnosed from 2008 to 2010. RESULTS: Islamic religion, seeking treatment with traditional healers, and lack of awareness about national health insurance coverage of breast cancer treatment were predictors of incomplete treatment. CONCLUSIONS: The results of this study support that Ghanaian women with diagnosed breast cancer have multiple addressable and modifiable patient factors that may deter them from completing the prescribed treatment. The results highlight the need for developing and testing specific interventions about the importance of completing treatment with a special focus on addressing religious, cultural, and system navigation barriers in developing countries.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
13209,W7125687791,2026,"The influence of climate change on children attending primary care in Isiolo County, Northern Kenya","BACKGROUND: Climate change has an adverse impact on health in Eastern Africa. Climate-sensitive diseases pose a threat to the health, growth and development of children. AIM: To determine the influence of climate change on children attending primary care in Isiolo County, Northern Kenya. SETTING: The study was undertaken in Isiolo County Referral Hospital in Isiolo County, Northern Kenya. METHODS: Convergent mixed methods research design. Quantitative data on climate variability and disease patterns were collected over the last 5 years and analysed using the Statistical Package for Social Sciences. Qualitative data from 12 interviews of parents with children under 5 years and six interviews of healthcare workers were analysed with Atlas-ti using the framework method. RESULTS: The county experienced climate fluctuation between 2019 and 2023, characterised by reduced rainfall, high temperatures, food insecurity, reduced access to water and flash floods. Families were vulnerable to the effects of these climate shocks because of limited finances. Primary care services were of low quality and lacked resilience. Healthcare workers reported limited medical resources, healthcare worker shortages and overcrowding in hospitals. Health effects reported by parents included malaria, pneumonia, diarrhoeal diseases and mental health illnesses. Social effects reported were displacement, child neglect and disruption to education. CONCLUSION: Climate change has had a substantial impact on children's health and social circumstances. Families that are dependent on public sector health services are vulnerable and lack the resilience needed to cope with climate stressors. The health facilities also lack the resilience needed to respond adequately to the challenges of climate change.Contribution: This study will strengthen climate and health data and improve policies to address regional community needs. It also demonstrates that improving healthcare financing will impact healthcare system resilience.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
12324,W4414569596,2025,"Assessment of the public health system preparedness to provide geriatric-friendly healthcare services in Punjab, India: A cross-sectional study","Introduction: The need for geriatric-friendly healthcare services is increasing with the growing elderly population in India. This study assesses the readiness of Punjab's public healthcare system to provide geriatric-friendly health services by identifying its strengths and gaps. Objective: This study aims to assess the geriatric-friendly healthcare services provided at different levels of the healthcare system in the state of Punjab. Materials and Methods: A cross-sectional study was conducted across three districts of Punjab-Amritsar, Bathinda, and Jalandhar-representing different geographical regions. A total of 12 healthcare facilities, comprising district hospitals, community health centers, and primary health centers, were assessed using a structured tool based on the World Health Organization's health system building blocks. Readiness was measured using a Readiness Index (RI), based on which districts were categorized into low (0-50), moderate (51-79), and high (80-100) preparedness levels. Results: The overall RI score indicated moderate geriatric-friendliness across most health facilities, with one district hospital achieving high readiness. The Health Management Information System domain scored the highest (97.9%), while healthcare financing (41.6%) and leadership/governance (31.2%) were the weakest areas. Service delivery, infrastructure, and medical commodities showed moderate readiness challenges remained in human resources and financial support for geriatric care. Conclusion: Punjab's public healthcare system demonstrates moderate readiness for geriatric-friendly services, with significant room for improvement at peripheral healthcare levels. Strengthening leadership, governance, financial allocation, and training programs is essential for enhancing geriatric care. Sustainable, integrated healthcare models focusing on preventive, promotive, curative, and rehabilitative care can improve accessibility and outcomes for the elderly.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Map only,Relevant to broader UHC/health-system knowledge map but not primary financing-approach synthesis
1905,W807633454,2012,"DETERMINANTS OF MOTIVATION OF SENIOR HIGH SCHOOL AGRICULTURAL SCIENCE TEACHERS IN THE CENTRAL REGION, GHANA","ABSTRACTA correlational research design was used to examine the perceived levels of motivation and related variables of agricultural science teachers of selected Senior High Schools in Central Region of Ghana. Their existing levels of motivation, job satisfaction, supervision, work conditions, recognition, promotion, involvement in goal setting and background characteristics as well as the relationships among these variables were determined. The results showed perceived average levels of motivation, job satisfaction, supervision, recognition, promotion and involvement in goal setting among the teachers. However, they perceived low level of work conditions. Positive and significant relationships were found between motivation, and the following variables: work conditions (r = 0.451), recognition (r = 0.510), involvement in goal setting (r = 0.417). Other significant relationships observed were between recognition and involvement in goal setting (r=0.340), recognition and work condition (r=0.362), and recognition and supervision(r=0.372). Regression analysis showed that the best predictors of motivation of teachers were recognition and work conditions, both variables explaining approximately 32% variations in motivation of the teachers. It is therefore recommended that, to improve the motivation of Senior High School Agricultural Science teachers, there is the need to improve various aspects of work conditions of the teachers such as salary, health insurance coverage, accommodation and other facilities. Teacher recognition by both employers and supervisors need to be strengthened through giving teachers equal chance of winning the Best Teacher Award and verbal appreciation to teachers from supervisors, parents and students.Keywords: Determinants of Motivation, Motivation related variables, Agricultural Science Teachers, performance, Recognition and Work Conditions.(ProQuest: ... denotes formulae omitted.)INTRODUCTION:The term motivation was originally derived from the Latin word movere, which means to move. Motivation has been defined as  predisposition to behave in a particular manner to achieve specific, unmet  (Buford, and Bedeian,1988 p.145). Jones (1955) defined the term as how behaviour gets started, is energized, is sustained, is directed, is stopped, and what kind of subjective reaction is presented in the organism while all these are going on. A more recent interpretation of motivation by Kanfer (1990) considered motivation as an intra- and inter- individual variability in behaviour not due solely to individual differences in ability or to overwhelming environmental demands that coerce behaviour.There are a number of motivational theories that has been developed by scholars in an attempt to explain human behaviour. These have generally been grouped into two: content and process approaches to the study of motivation. Proponents of the content approaches are interested in 'what is' within people that motivate them. It is based on the assumption that people have a set of needs or desires outcomes which they embark upon actions to achieve them. On the other hand, proponents of the process approaches are concern on how and why people are motivated to achieve organisational goals. Process theories also concentrates on the ways outcomes become desires (Lucey, 2005; Buford & Bedeian, 1988; deCharms 1968, Csikszentmihalyi & Rathunde, 1993, Deci & Ryan, 1985; Porter, Bigley and Steers, 2003). Major content approach theories are, 1. Maslow's Hierarchy of needs, 2. Herzberg's Two-Factor theory, 3. Alderfer's ERG (Existence-Relatedness-Growth) theory and 4. McClelland's Achievement Motivation theory. The process approach theories include 1.Vroom's Expectancy theory, 2. Adams equity theory and 3. Handy's Motivation calculus and 4. Reinforcement theory ( Lucey, 2005; Vroom and Deci, 1999; Handy, 1993).Aside the two major approaches to motivation, Schein (1996) classified individuals in a work place based on certain assumptions and what motivate them namely 1. …",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
4357,W2893414527,2017,"Evaluation de l’automedication dans les officines de Lome, Togo","Introduction:  Les professionnels de sante sont de moins en moins consultes par les patients avant l’achat de medicaments faisant ainsi recours a l’automedication. L’automedication est tres repandue dans le monde. Au Togo, peu d’etudes sur l’automedication ont ete realisees en milieu officinal, lieu privilegie de dispensation de produits pharmaceutiques. L’objectif de cette etude est d’estimer la prevalence de l’automedication dans les officines a Lome et d’identifier les facteurs associes a cette pratique.   Methode:  Une etude transversale a visee descriptive et analytique a ete realisee du 18 decembre 2013 au 16 janvier 2014 aupres de sujets âges de 18 ans et plus se presentant a la pharmacie pour un achat de medicaments ou pour un conseil. Les donnees de l’enquete ont ete recueillies a l’aide d’un questionnaire standardise administre en face a face.   Resultats:  Au total 1310 sujets dont l’âge median etait de 32 ans (intervalle interquartile, (IIQ) : [25- 40] ans) ont participe a l’etude et parmi eux 30,92% possedaient une assurance maladie. La prevalence de l’automedication etait de 80,28% (intervalle de confiance a 95%, IC a 95% : [77,99 - 82,38]). Les enquetes se procuraient principalement des antalgiques (64,76%), des antipaludiques (41,66%) et des antibiotiques (33,88%) dans le cadre de l’automedication. Les raisons avancees dans la pratique de l’automedication etaient la connaissance de la maladie, l’absence de sa gravite et le manque d’argent. Les facteurs associes a l’automedication etaient l’absence d’une assurance maladie (p<0,0001), un âge superieur a 32 ans (p<0,0070) et le manque d’argent (p<0,0001).   Conclusion:  L’automedication responsable est un moyen preconise par l’Organisation Mondiale de la Sante pour desengorger les structures sanitaires mais surtout pallier a l’insuffisance de ces structures, particulierement dans les pays en developpement. Toutefois, pour que cette pratique soit benefique et securisee pour les usagers, le legislateur doit renforcer le cadre de delivrance de ces medicaments et mener des actions de sensibilisation sur le bon usage des medicaments aupres de la population togolaise.   Mots cles:  automedication, pharmacies d’officine, facteurs associes, Togo   English Title:  Assessment of self medication in pharmacies in Lome, Togo   English Abstract    Background:  Nowadays, patients are less likely to consult health professionals before purchasing medicines, thus practicing self-medication. Self-medication is widespread  around the world. In Togo, few studies on self-medication have been conducted in pharmacies which are prime places for drug dispensing. This study aims to estimate the prevalence of self-medication in pharmacies in Lome and factors associated with this practice.   Methods:  A descriptive and analytical cross-sectional study was conducted from December 18, 2013 to January 16, 2014 among subjects aged 18 years and over attending pharmacy to purchase medicine or for counseling. Data on self-medication practices were collected using a structured questionnaire administered during a face-to-face interview.   Results:  A total of 1310 respondents with a median age of 32 years (interquartile range, (IQR): [25-40] years) participated in the study and among them, 30.92% had health insurance. The prevalence of self-medication was 80.28% (95% confidence interval, 95% CI: [77.99 – 82.38]). Respondents reported using mainly analgesics (64.76%), antimalarials (41.66%) and antibiotics (33.88%). Reasons for practicing self-medication were prior experience treating a similar illness, feeling that illness was not severe, and lack of money. Factors associated with self-medication were lacking health insurance (p <0.0001), being older than 32 (p <0.0070) and lacking money (p <0.0001).   Conclusion:  Responsible self-medication is a practice promoted by the World Health Organization to compensate for health structures lacking and overcrowding, particularly in developing countries. However, in order to have safe and beneficial self-medication for consumers, the legislator must strengthen the framework for the delivery of these drugs and conduct awareness-raising campaigns on the proper use of medicines among Togolese general population.   Keywords:  self-medication, pharmacies, associated factors, Togo",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
6737,W3167752845,2020,The American Living Donor Fund,"An online fundraising campaign brought in three hundred dollars. Friends from church pooled just a bit more than that for the cause. But the total was not enough to cover six weeks of 46 year-old Stephanie Washington’s expenses as she recovered at her sister’s home in Hayward, California from kidney donation surgery to help her niece, a gunshot victim. “She knew that God would provide, but I knew that we had to put some plans in place,” said Washington’s sister, Faye Herald, who didn’t anticipate the obstacles potential donors encounter. Washington ran her own cleaning service, and if she didn’t go to work- she wouldn’t get paid. She provides for two children, a daughter at Howard University and a 14 year-old son. Money is tight, but she never considered not donating; if she did not, she feared her brother’s 24 year-old daughter would soon die. What she didn’t know when she first considering donating is what many Americans don’t either: while a transplant recipients’ health insurance covers the medical expenses of donors, coverage does not include transportation, lodging, childcare or lost wages. The National Organ Transplant Act of 1984 made it illegal to compensate organ donors. Herald thought that some charitable assistance had to be available, and with some research, she discovered the newly established American Living Organ Donor Fund, founded late last year by bioethicist and health care attorney Sigrid Fry-Revere to remove financial disincentives that accompany such a benevolent act. “Why should a living donor who is saving a life by giving part of their body go into debt or use up their savings?” Fry-Revere asked. She received a completed application from Herald on behalf of her sister that included documentation that Washington was self-employed, along with a client list and bank statements. Fry-Revere approved it, and one day after Washington was discharged from a San Francisco hospital following January 6th surgery, she received a check from the fund to cover two months of rent and household bills. “It’s such a blessing and relief,” Washington said by phone from her sister’s home. “I can relax, and that’s one of the reasons my recovery is going so good. I don’t have to worry.” According to the American Journal of Nephrology, living donors incur an average of five thousand dollars in out-of-pocket expenses. Sometimes, costs total as much as four times that. However, the Census Bureau reports that only eight percent of households can afford such a cost without dipping into savings or going into debt. Twenty percent of American households have no discretionary funds. “This is awesome,” Herald said about Fry-Revere’s new non-profit, funded initially by a successful Kickstarter campaign. “She is doing a great thing.” Living donors are desperately needed, as more than 120,000 Americans are listed on the United Network for Organ Sharing (UNOS) waiting list. Those awaiting kidneys number 103,000; these patients are ones that could be helped through living donation. Fry-Revere was once a potential donor herself. In 2010, she thought she had plans in place to donate a kidney to a friend who experienced organ failure as a child due to a bout with strep throat and fever. His mother donated a kidney then; when it failed, he received a cadaveric kidney that lasted two decades. Having two transplants already, chances were nil that he would receive another organ by waiting on the UNOS list. Fry-Revere believed that she was his solution, as she was medically compatible. She planned surgery during the Christmas holidays, so that her husband and college-aged sons could take time away from work and school to help her recover at their ten-acre Northern Virginia farm. What she had not considered was the factor driving her current philanthropy: personal expenses. The University of Michigan Transplant Center coordinator told her that an eight-week recovery plan was required; however, her caregivers could only be home for a month. Unable to tend to daily tasks of property maintenance, she also would need to hire a farmhand. With the expense being unanticipated and unaffordable, she was quickly eliminated from the process. Fry-Revere’s friend died one year after her declined offer. “I was dumbfounded,” she said. “They would rather let him die than give me time to figure out how to take care of myself.” More than one million people have died as a result of end stage renal disease since 1980; Fry-Revere points out that this number is more than the approximate total of 623,000 military deaths in World Wars I and II, Korea, Vietnam, the Persian Gulf, Afghanistan and Iraq combined. She has been lobbying Congress to amend the National Organ Transplant Act with more provisions and financial support for living donors. Fry-Revere said she believes funding donors’ out-of-pocket costs would save exponentially more money than continuing to cover long-term dialysis and other medical expenses for the thousands of patients awaiting a kidney. The most expensive patients, perhaps, could more easily receive organs from live donors; in turn, they would be removed from the UNOS waiting list. “Here’s a real savings opportunity,” she said. “This is a win-win solution that saves money and saves lives.” In the meantime, her organization has the resources to assist 17 qualifying donors, and Fry-Revere is working to raise more. “We are small peanuts right now,” she laughed. “It’s a drop in the bucket, but it helps our morale and helps educate people.” It wasn’t small peanuts for Stephanie Washington, or for her niece who is recovering well. “There are probably potential donors who would be willing if they knew they would be getting some type of assistance,” Washington said. For more information on the American Living Organ Donor Fund: http://www.helplivingdonorssavelives.org/ For more information about Sigrid Fry-Revere’s related work: http://ethical-solutions.org/",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
3707,W2477545034,2016,Rectangularisation Issues in Health Economics & Insurance: Measures and Mitigations,"Aim: Actuaries are financial engineers who construct arrays of risk models combining mathematical techniques in order to carry out required actuarial calculations, such as reserve valuation and pricing. The main purpose is to identify some reliable models which price risk factors embedded in insurance products. Health insurance products which are very different in nature from life insurance products must be examined and priced carefully. This paper discusses predominantly two risks. Excess claims ratio and Rectangularisation risks. Background: The first author, Dr. S. Jayaprakash was responsible for Enterprise Risk Management with MetLife India. He was earlier associated with Life Insurance Corporation of India & Oracle Financial Services. Dr. P. K. Dinakar, the second author, qualified as Fellow of the Institute of Actuaries of India, was Chief Actuary of MetLife India Insurance. He was earlier associated with Life Insurance Corporation of India & Birla Sunlife. The third author, Dr. Michael Ha, FSA, MAAA, CFA, CPA (Australia), FRM, PRM, LLM, was Vice President of Strategic Business Initiatives Units at ING Life Insurance in its Taiwan operation. He started his actuarial career at MetLife, Canada. Earlier, the first and third authors worked on a research paper titled “Modeling Policyholder Behavior through Insurance Resonant Marts for Pricing Options and Guarantees” [1] which was presented at the 5th World Congress on Engineering and Technology. The seven authors decided to collaborate on the current research paper for health insurance design and financing purposes.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
3109,W2168555604,2014,Talking back to the state: citizens' engagement after neoliberal reform in India,"In this article we propose a different approach to the study of neoliberalism. We shift away from institutionally focused accounts of neoliberalism as a strategy of rule, to examine the way citizens engage with neoliberal reform. While there is a burgeoning body of literature on the expansion of civil society, new entrepreneurship and novel governmentalities, not enough is known about the ways the state is restructured by the social processes that follow on from neoliberal reform. How does the to‐and‐fro between policy makers, state agents and citizens shape emerging projects and what consequences do citizens' actions have for state structure? The article uses two case studies from India: a local governance reform and a new health insurance. Unpacking their multiple unexpected outcomes, we argue that neoliberalism does not represent a discrete set of state practices or ideologies but a set of ideals operating in a political field that is far in excess of it and creates new contestations about how to structure and improve the relations among the state, markets and citizens.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Unclear,Insufficient title/abstract information; requires full-text or additional metadata
6749,W3036801011,2020,Evidence from the Productive Safety Net Programme in Ethiopia: Complementarities between social protection and health policies,"Abstract Motivation Social protection policies typically involve multiple sectors, ranging from food security to health care. Despite this, limited research is directed toward understanding how different social protection programmes complement each other. Purpose We explore complementarities between three major national social protection programmes in rural Ethiopia: the Productive Safety Net Programme (PSNP), the Community Based Health Insurance (CBHI) scheme and the Health Fee Waiver (HFW) system. Approach and methods We use secondary data from districts in which the PSNP operates to study the coverage of the CBHI and the HFW schemes. We then quantify the prevalence of health shocks reported by poor households and calculate the annual out‐of‐pocket (OOP) health care expenses incurred by poor households in these districts. Findings We find limited overlap between the PSNP and the CBHI or HFW schemes. In districts in which the CBHI operates, about 22% of the PSNP households are enrolled into CBHI. For 10% of all PSNP households, the CBHI insurance premium was waived due to their poverty status. In non‐CBHI districts, 3.5% of PSNP households report having benefitted from HFW. Moreover, many households report serious health shocks that resulted in loss of consumption or assets. The estimated OOP health expenditures are high, even among those households enrolled into CBHI or benefitting from HFW. Policy implications Taken together, these findings suggest that there is scope to improve the linkages between these three major social protection programmes in Ethiopia to protect the poorest and most vulnerable households.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Unclear,Insufficient title/abstract information; requires full-text or additional metadata
7227,W3173253599,2021,Interests in Yoga During the COVID-19 Pandemic in India,"Sir, The COVID-19 pandemic and the accompanying lockdown measures have brought an unparalleled destruction to physical and mental health and socioeconomic conditions across the globe. Restrictions in many countries including India have disrupted civil life and resulted in people being confined for months in their homes. There is a growing concern that the COVID-19 pandemic might unleash a mental health crisis in the near future. According to a recent study by the Indian Psychiatric Society, there is a significant increase in mental illness cases due to the worries about work, health, finance, strain in relationships, and lockdown, leading to one in five Indians suffering from mental illness.[1] To mitigate the mental health crisis, according to media reports, many Indians are turning to yoga, an ancient physical and mental practice which originated centuries ago in India.[2] However, to the best of our knowledge, there are no systematic attempt to document this growing interest in yoga among the population of India, during the lockdown period in India, which started on March 24, 2020. The objective of this study is to use the Google Trends search volume index (SVI), a normalized value from 0 to 100, to understand the changes in population interest in yoga during lockdown in India. We searched Google trends using the key search word “Yoga” in India. The primary outcome was the mean SVI during two time intervals: prelockdown period (January 26, 2020–March 22, 2020), and the lockdown period (March 29, 2020–May 24, 2020) and the corresponding period of the previous year in order to rule out other seasonal effects ((March 29, 2019–May 24, 2019). The difference in Google Trends SVI data was analyzed using t-tests in the Statistical Package for the Social Sciences version 21 (SPSS, Inc., Chicago, IL, USA). A significant increase in SVI was seen between the prelockdown period (January 26, 2020–March 22, 2020) and the lockdown period (March 29, 2020–May 24, 2020) for the search word “yoga” (68.98 {6.43} vs. 90.09 [4.4], P < 0.001). This increase in SVI was also statistically significantly higher when compared to the same time period in 2019 (90.09 vs. 87.74, P < 0.05). Our findings suggest that public interest in yoga in India has been significantly influenced by the events during the pandemic, especially the nationwide lockdown. Moreover, there are multiple media reports showing significant interests in yoga among the urban community and many yoga trainers also reported a significant increase in demands for online yoga training courses during the lockdown period.[3] The potential reason for this increase in interest in yoga could be that it can be performed indoor and people who want to keep or improve their physical and mental fitness might have seen yoga as a practical alternative to other usual outdoor fitness activities or visiting fitness centers. Internet search data like Google Trends may provide the most practical, least biased, and valuable insights into population behavior during the COVID-19 pandemic.[4] However, it is important to keep in mind that the observed surge in population interest in yoga may not translate into changes in behavior as we do not have the information on who participated in yoga following online searching. Public health experts and policymakers should utilize this surge in interest in yoga to promote active lifestyles during this crisis to mitigate the negative mental health outcomes. Financial support and sponsorship Nil. Conflicts of interest There are no conflicts of interest.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Exclude,No substantive financing approach/UHC-financing signal,High,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
9468,W4366742299,2023,Peer Counselor Intervention for Reducing Mortality and/or Hospitalization in Adults With Hypertensive Urgency in Tanzania: A Pilot Study,"BACKGROUND: Worldwide, people with hypertensive urgency experience high rates of hospitalization and death due to medication non-adherence. Interventions to improve medication adherence and health outcomes after hypertensive urgency are urgently needed. METHODS: This prospective cohort assessed the effect of a peer counselor intervention-named Rafiki mwenye msaada-on the 1-year incidence of hospitalization and/or death among adults with hypertensive urgency in Mwanza, Tanzania. We enrolled 50 patients who presented with hypertensive urgency to 2 hospitals in Mwanza, Tanzania. All 50 patients received a Rafiki mwenye msaada an individual-level, time-limited case management intervention. Rafiki mwenye msaada aims to empower adult patients with hypertensive urgency to manage their high blood pressure. It consists of 5 sessions delivered over 3 months by a peer counselor. Outcomes were compared to historical controls. RESULTS: Of the 50 patients (median age, 61 years), 34 (68%) were female, and 19 (38%) were overweight. In comparison to the historical controls, the intervention cohort had a significantly lower proportion of patients with a secondary level of education (22% vs. 35%) and health insurance (40% vs. 87%). Nonetheless, the 1-year cumulative incidence of hospitalization and/or death was 18% in the intervention cohort vs. 35% in the control cohort (adjusted Hazard Ratio, 0.48, 95% CI 0.24-0.97; P = 0.041). Compared to historical controls, intervention participants maintained higher rates of medication use and clinic attendance at both 3- and 6-months but not at 12 months. Of intervention participants who survived and remained in follow-up, >90% reported good medication adherence at all follow-up time points. CONCLUSION: Our findings support the hypothesis that a peer counselor intervention may improve health outcomes among adults living with hypertensive urgency. A randomized clinical trial is needed to evaluate the intervention's effectiveness.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
4757,W2765293262,2017,Lack of legal status and health rights of Palestinian women spouses of Palestinian Israeli citizens,"Background Health is a universal human right. However, access to health care services (HCS) depends on a person’s legal status (LS) in a given country. Provision of HCS to undocumented persons is controversial. In Israel, only residents, as determined by the Citizenship Law (CL), are eligible for National Health Insurance. A 2003 amendment to CL left thousands of women from the Occupied Palestinian Territories who are married to Palestinian citizens of Israel with virtually no means of attaining LS. Objectives Using a human rights lens, we aim to uncover mechanisms in the CL amendment that infringe upon the right to health among women lacking LS. Methods We conducted in-depth interviews with 21 Palestinian women (ages 22-59) lacking LS in Israel. Results Our thematic analysis revealed that the CL amendment not only infringes upon the right to health, but other basic human rights thereby enacting structural discrimination. Many women lacking LS live without health insurance or have limited access to HSC (e.g., prenatal care and screening, hospitalization, abortions), paying burdensome fees for private care while being denied the right to work. This situates them in poverty, as they also incur legal fees pursuing LS. Women are denied freedom of movement, and family life is disrupted, via frequent separations and they live in fear of deportation due to the precarity of temporary residency permits. Lack of LS can be passed to children, thereby violating children’s rights to education and health. A mother can even lose custody, since children cannot be registered on her non-existent ID. Lack of LS thus infringes upon women’s right to live in dignity, while deepening gender inequalities, as they cannot study, own or inherit property, open bank account, or obtain a driver’s license. Conclusions Assuring the right to health and access to universal HCS among Palestinian women lacking LS requires substantive reformation of the CL to disconnect LS from the right to health. Key messages: Health is a universal human right but access to health care services (HCS) depends on a person’s legal status (LS) in a given country Assuring the right to health and access to universal HCS among Palestinian women lacking LS requires substantive reformation of the CL to disconnect LS from the right to health.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Unclear,Financing mechanism/function appears in abstract but is not explicit in title,Medium,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
9144,W4386058899,2023,"Knowledge about National Health Schemes among Patients Attending Rural Health Training Centre of Medical College, Visnagar – A Cross Sectional Study","Context: Around 70% of the Indian population resides in rural areas and around 28% of the population live in below poverty line. Coverage of various health schemes falls short of the desirable coverage of 25% according to the National Health Policy. Out-of-pocket medical expenses account for more than four-fifths of total health-care spending in India. The major reason for low coverage in India is the lack of awareness of the health insurance schemes among people. Studies regarding government health schemes in the rural population are scarce. Hence, this study was conducted. Aims: The aim of this study was to assess the knowledge about national health schemes and to determine the association between knowledge with various sociodemographic variables among patients attending Rural Health Training Centre (RHTC) of Medical College in Visnagar. Settings and Design: A cross-sectional study was carried out among 107 patients attending the Outpatient Department at RHTC for 3 Months. Subjects and Methods: Data were collected with convenience sampling technique using a pretested, semi-structured questionnaire. Knowledge scores were used to categorize into good and poor knowledge. Statistical Analysis Used: The responses were entered and statistically analyzed by using SPSS v. 20. Chi-square test was applied to know the association between demographic variables and knowledge. Results: Only 35 (32.71%) participants ever applied while only 32 (29.90%) participants ever received benefit from any government health scheme. Furthermore, 66 (61.68%) participants had heard about Pradhan Mantri Jan Arogya Yojana which is highest. Out of all schemes, knowledge about Integrated Child Development Services Scheme was highest among participants, 39 (36.44%) participants knew about its benefits, 39 (36.44%) about beneficiary, 27 (25.23%) knew how to avail benefits, 26 (24.29%) about portability and 26 (24.29%) about goal. Awareness regarding various schemes was proportionately higher, 40 (52.63%), in age ≤30 and in male sex, 46 (60.52%), and card availability, 63 (82.89%). Conclusions: It is evident from the present study that knowledge regarding various health schemes in the study population is inadequate.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Include,Explicit financing mechanism/approach in title with target-setting and evaluative/UHC relevance,High,Unclear,Insufficient title/abstract information; requires full-text or additional metadata
3928,W2527477115,2016,Backpackers’ views on risk in the Cape Coast-Elmina area of Ghana,"The backpacker market segment is recognized as one of the fastest growing segments of the tourism trade. Despite its growth, literature suggests that the peculiar characteristics of backpackers predispose them to varied forms of risks. Consequently, the study sought to examine backpackers’ perspectives on issues concerning risk in the Cape Coast-Elmina area. Data were obtained from 387 backpackers to the Cape Coast-Elmina area in Ghana using the systematic sampling method. A Chi-square test was performed to explore the relationship between backpackers’ perception of risk and their travel and socio-demographic characteristics. Making inference to the perceived risk theory, the study identified three main risk areas, health, finance and crime, to be of concern to backpackers surveyed from the study area. The results suggest significant associations between some socio-demographic characteristics (gender and highest level of education) and risk perception. Likewise, some significant associations were observed between the respondents’ perception of risk and their length of stay, accommodation preference and travel party size.",Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Exclude,No substantive financing approach/UHC-financing signal,High,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
3108,W2035494233,2014,MS in Egypt,,Priority B - manual review,Did not pass earlier high-specificity screen; manual review required before exclusion,,,,Exclude,No substantive financing approach/UHC-financing signal,High,Exclude,Does not meet primary financing-approach synthesis criteria at title/abstract stage
